ship_code,ship1,ship2,remarks,source_url
58SE,58SE,SNORRE I,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32GS,32GS,SNOW GOOSE,callSign J8HD9,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
31Z1,31Z1,SNOWDEN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
65SN,65SN,SNP-1,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
47SN,47SN,SNUNIT,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32SY,32SY,SNYDER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
74SO,74SO,SOBERTON,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32OE,32OE,SOCKEYE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
34SD,34SD,SODERSKAR L/V,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
49SE,49SE,SOEI-MARU,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
09SV,09SV,SOELA,VM6507,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
64SM,64SM,SOEMBA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
261D,261D,SOENDERJYLLAND,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
49GD,49GD,SOGEN MARU,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
58SS,58SS,SOGNESJOEEN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
907R,907R,SOHAE ILHO,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
3294,3294,SOHIO INTREPID,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
PASA,PASA,SOHYA,(3EMP8),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
9043,9043,SOKOLISTA,1921 VIA OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90TV,90TV,SOKRAT,UBKS,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
06SO,06SO,SOLEA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
74S3,74S3,SOLEBAY,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
31YO,31YO,SOLEY,callSign TFDL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
14SO,14SO,SOLIMOES,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90LN,90LN,SOLNTSYEVO,USCG,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90SL,90SL,SOLOMBALA,(UGTJ)  1967,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
46SR,46SR,SOLRUN,TFRY  EA-351,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
58SO,58SO,SOLVEIG I,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
34SM,34SM,SOMERI/SOMMARO L/V,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
316S,316S,SOMERS,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32SW,32SW,SOMERSWORTH,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
26SO,26SO,SONDERBORG C/S,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
31SJ,31SJ,SONIC,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
06BE,06BE,SONNE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32SX,32SX,SONNY BOY,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
18AJ,18AJ,SOODOC,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
24TV,24TV,SOON CHUN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
49SR,49SR,SORACHI,callSign 7LNU,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
9041,9041,SOSNOVETS,1925 VIA OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
58ST,58ST,SOTRA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
903Z,903Z,SOUCHAN,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
18QS,18QS,SOUDAR II,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32SC,32SC,SOUTH CAROLINA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
54BE,54BE,SOUTH FOUNDATION,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
54AC,54AC,SOUTH GLORY,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
PAAE,PAAE,SOUTH ISLANDER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
744H,744H,SOUTHAMPTON,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
31UE,31UE,SOUTHERLAND,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
09SE,09SE,SOUTHERN ENDEAVOUR,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
54SN,54SN,SOUTHERN LION,A8SF,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
MHSL,MHSL,SOUTHERN LION,(V7AW8) 04/23/1997,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
TNSM,TNSM,SOUTHERN MOANA,RadioCallSign A3CG3,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
09SS,09SS,SOUTHERN SURVEYOR,callsign VLHJ,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
FJSS,FJSS,SOUTHLAND STAR,3DTF,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
311S,311S,SOUTHWIND,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
908M,908M,SOVETSKAYA UKRAINA,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90WI,90WI,SOVETSKIY SOYUZ,NUCLEAR ICEBREAKER   OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90SO,90SO,SOVIETSK,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90SJ,90SJ,SOVREMENNIK,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
49SB,49SB,SOYA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
49SO,49SO,SOYO-MARU,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32SP,32SP,SPANGLER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
31SA,31SA,SPAR,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
06GB,06GB,SPARKLING WAVE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
58SP,58SP,SPARRE SCHNEIDER,VIA OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32X2,32X2,SPARTANBURG COUNTY,LST-1192,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
95SP,95SP,SPASILAC,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90SD,90SD,SPEKTR,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
31SC,31SC,SPENCER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
31SB,31SB,SPENCER F. BAIRD,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
06SY,06SY,SPEYER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32S8,32S8,SPICA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32G5,32G5,SPIEGEL GROVE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
062W,062W,SPIEKEROOG,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90YT,90YT,SPIRIDONOV,OCL REQUEST CallSign UMZE,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32Q1,32Q1,SPIRIT OF 76,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32X3,32X3,SPIRIT OF LIBERTY,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
08SP,08SP,SPIRO,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
316F,316F,SPORT FISHERIES,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
09SY,09SY,SPRIGHTLY,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
3179,3179,SPRINGFIELD,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
31NQ,31NQ,SPROSTON,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32R6,32R6,SPRUANCE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
18SQ,18SQ,SQUAMISH,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90RG,90RG,SREDNEKOLYMSKIY,callSign EWTD,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
9025,9025,SREDNYAYA KOSA,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90SF,90SF,SREDNYAYA KOSA,(CBKB),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
49VI,49VI,SRIANAMI MARU,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
903T,903T,SRT 419/342,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
903Q,903Q,SRT 4348,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90S7,90S7,"SRT-1045 ""ARTEMOVSK""",,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90SZ,90SZ,SRT-129,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90S6,90S6,SRT-308 ALAZEYA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
9063,9063,SRT-331,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
901S,901S,"SRT-4170 ""MOSALSK""",,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90SS,90SS,"SRT-4178 ""MUJNAK""",,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90S8,90S8,SRT-4179,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90SU,90SU,"SRT-4191 ""MJAG-OSTROV""",,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90SY,90SY,"SRT-4234 ""LOMONOSOV""",,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90SW,90SW,SRT-4309,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90SX,90SX,"SRT-4379 ""ARAGATS""",,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
903N,903N,SRT-4401,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90SR,90SR,SRT-4441,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90ER,90ER,SRT-4453,OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90T1,90T1,SRT-4509,ICES REQUEST  09Jun60 to 25Jun60,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
905Q,905Q,SRT-662,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90S9,90S9,"SRT-9159 ""OLOJTSJAN""",,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90A4,90A4,"SRTM 8005 ""ALIOT""",,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
CUS5,CUS5,SRT-M 8030,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
903R,903R,SRTM 8-449,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90WV,90WV,SRTM 8-453,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90YM,90YM,SRTM 8-461,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90UB,90UB,SRT-M RIBNOE,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
904P,904P,SRTM-8-417,OCL REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90M1,90M1,SRTM-8452,callSign UKIU,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90ES,90ES,SRTM-8454,SESKAR had been concatenated onto platformName,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90S1,90S1,SRTM-8459,callSign UKXH,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90UC,90UC,SRT-M-UCHENYI,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90D6,90D6,SRTR,ICES REQUEST,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
CUS1,CUS1,SRT-R 9029,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
CUS2,CUS2,SRT-R 9074,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
CUS3,CUS3,SRT-R 9075,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
CUS4,CUS4,SRT-R 9112,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
581C,581C,SS AKSEL,1901-1904,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
581E,581E,SS EIGIL,1901-1904,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
581F,581F,SS FORTUNA,1901-1904,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
581H,581H,SS HEKLA,1901-1904,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
581K,581K,SS KVIK,1901-1904,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
581R,581R,SS RIVALEN,1901-1904,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
581T,581T,SS THORA DEN BLIDE,1901-1904,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
581U,581U,SS URANIA,1901-1904,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
18SA,18SA,ST ANTHONY,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
74AU,74AU,ST AUSTELL BAY,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
74S4,74S4,ST BRIDES BAY,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
18SC,18SC,ST CATHARINES,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
74SG,74SG,ST GEORGE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
28SJ,28SJ,ST JUDE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
74S2,74S2,ST KITTS,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
74SM,74SM,ST MARGARETS,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
31SM,31SM,ST MICHAEL,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
09U8,09U8,ST MICHELLE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
18ST,18ST,ST THERESE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
18BS,18BS,ST. BARNABE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
261X,261X,ST. CROIX,callSign GFTG,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
18XS,18XS,ST. CROIX,"Canadian Navy destroyer, Hull # 256",https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
35DA,35DA,ST. GERMAIN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
74HN,74HN,ST. HELENA,(MMHE5),https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
261J,261J,ST. JAN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
22SJ,22SJ,ST. JUDE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32X4,32X4,ST. LOUIS,LKA-116,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32R4,32R4,ST. LOUIS,callSign GIAN,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
320H,320H,ST. PEDRO,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
261H,261H,ST. THOMAS,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
AGAR,AGAR,STADT MUNCHEN,from Antigua Ship's Registry; RadioCallSign V2AM1,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
48ST,48ST,STAFFETTA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
314H,314H,STAGE I F/S,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
3181,3181,STAGE II F/S,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32ST,32ST,STAGE TIDE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
31SL,31SL,STALLION,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
31LX,31LX,STALWART,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
09Y9,09Y9,STALWART,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
09SF,09SF,STANLEY FOWLER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
HKSD,HKSD,STAR DRIVANGER,(ZCKP) 11/15/94,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
74SZ,74SZ,STAR DROTTANGER,ZCKU,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
54SA,54SA,STAR FLORIDA,ELE17,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
54SB,54SB,STAR FRASER,ELEM3,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
74SQ,74SQ,STAR HONG KONG,ZCKP,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
36SP,36SP,STAR POLLUX,(SVND) 09/02/1996,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
74AW,74AW,STARELLA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32WJ,32WJ,STARK,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
741H,741H,STARLING,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
322A,322A,STATE ARROW,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
41SK,41SK,STATE OF KUTCH,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
31R2,31R2,STATE RACE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
31S3,31S3,STATE STAR,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
31S8,31S8,STATE WAVE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
31SI,31SI,STATEN ISLAND,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
18SB,18SB,STATEN ISLAND,Dual entry - also code 31SB,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
26BD,26BD,STATION BORNHOLM DEEP,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
67GY,67GY,STATION GDYNIA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
67HL,67HL,STATION HEL,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
67RZ,67RZ,STATION ROZEWIE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
58AP,58AP,STAVANGER,F-303,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
58BC,58BC,STAVERN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
18GM,18GM,STE GEMMA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
35AU,35AU,STE. ANNE DU PORTZIC,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32SD,32SD,STEADFAST,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
26ST,26ST,STEADY,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32SQ,32SQ,STEELE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
90MA,90MA,STEFAN MALYGIN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
3189,3189,STEIN,DE 1065,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
31KZ,31KZ,STEINAKER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
20SA,20SA,STELLA MARIA,OCL REQUEST  CallSign CB-4118,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
20SM,20SM,STELLA MARIS,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
48SP,48SP,STELLA POLARE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32SM,32SM,STEMBEL,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
58A1,58A1,STENA ARCTICA,callSign C6BH6,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
74SN,74SN,STENA HISPANA,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
06SP,06SP,STEPHANITOR,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
31ZQ,31ZQ,STERETT,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
06GF,06GF,STERN VON RIO,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
18S4,18S4,STETTLER,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
32X5,32X5,STIARE,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
9042,9042,STIARNEN,1899 VIA OCL,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
31EI,31EI,STICKELL,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
31SN,31SN,STIRNI,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
31KH,31KH,STOCKHAM,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
3127,3127,STODDARD,DD-566,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
18SO,18SO,STONETOWN,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
34SO,34SO,STORBROTTEN L/S,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
31SO,31SO,STORIS,,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
314S,314S,STORK,callSign 5BRD,https://www.calcofi.info/index.php/field-work/calcofi-ships/unols-ship-codes/314-shipcodes7
